69	1	4	Clinical Observation		\N	2020-09-10 20:43:26.785327+00	2020-09-10 20:43:26.785349+00	68
70	1	5	Tail Sheath Missing		\N	2020-09-10 20:43:26.786964+00	2020-09-10 20:43:26.786986+00	69
71	1	1	Developmental		\N	2020-09-10 20:43:26.80167+00	2020-09-10 20:43:26.801685+00	\N
72	1	2	Eye		\N	2020-09-10 20:43:26.803013+00	2020-09-10 20:43:26.803026+00	71
73	1	3	Developmental Milestone		\N	2020-09-10 20:43:26.8042+00	2020-09-10 20:43:26.804213+00	72
74	1	4	Eye Opening		\N	2020-09-10 20:43:26.805624+00	2020-09-10 20:43:26.805651+00	73
75	1	5	Eye Opening		\N	2020-09-10 20:43:26.806879+00	2020-09-10 20:43:26.806892+00	74
76	1	3	Malformation		\N	2020-09-10 20:43:26.812763+00	2020-09-10 20:43:26.812778+00	72
77	1	4	External Abnormality		\N	2020-09-10 20:43:26.814126+00	2020-09-10 20:43:26.81414+00	76
78	1	5	Cryptophthalmia		\N	2020-09-10 20:43:26.815391+00	2020-09-10 20:43:26.815405+00	77
79	1	5	Cyclopia		\N	2020-09-10 20:43:26.816528+00	2020-09-10 20:43:26.816541+00	77
80	1	5	Eye Bulge, Absent		\N	2020-09-10 20:43:26.817658+00	2020-09-10 20:43:26.817671+00	77
81	1	5	Eye Bulge, Large		\N	2020-09-10 20:43:26.818733+00	2020-09-10 20:43:26.818745+00	77
82	1	5	Eye Bulge, Small		\N	2020-09-10 20:43:26.819837+00	2020-09-10 20:43:26.81985+00	77
83	1	5	Eye, Absent		\N	2020-09-10 20:43:26.820936+00	2020-09-10 20:43:26.820948+00	77
84	1	5	Eye, Malpositioned		\N	2020-09-10 20:43:26.822014+00	2020-09-10 20:43:26.822026+00	77
85	1	5	Eye, Open		\N	2020-09-10 20:43:26.823081+00	2020-09-10 20:43:26.823093+00	77
86	1	5	Eye, Protruding		\N	2020-09-10 20:43:26.824317+00	2020-09-10 20:43:26.824329+00	77
87	1	5	Eyelid, Fissure		\N	2020-09-10 20:43:26.825994+00	2020-09-10 20:43:26.826006+00	77
88	1	5	Eyelid, Short		\N	2020-09-10 20:43:26.827197+00	2020-09-10 20:43:26.82721+00	77
89	1	4	Visceral Abnormality		\N	2020-09-10 20:43:26.831613+00	2020-09-10 20:43:26.831633+00	76
90	1	5	Aqueous Chamber, Absent		\N	2020-09-10 20:43:26.833085+00	2020-09-10 20:43:26.833102+00	89
91	1	5	Aqueous Chamber, Discolored		\N	2020-09-10 20:43:26.83436+00	2020-09-10 20:43:26.834377+00	89
92	1	5	Aqueous Chamber, Large		\N	2020-09-10 20:43:26.835809+00	2020-09-10 20:43:26.835825+00	89
93	1	5	Aqueous Chamber, Small		\N	2020-09-10 20:43:26.837215+00	2020-09-10 20:43:26.837231+00	89
94	1	5	Cornea, Opacity		\N	2020-09-10 20:43:26.838639+00	2020-09-10 20:43:26.838657+00	89
95	1	5	Eye, Absent		\N	2020-09-10 20:43:26.84009+00	2020-09-10 20:43:26.840109+00	89
96	1	5	Eye, Discolored		\N	2020-09-10 20:43:26.841538+00	2020-09-10 20:43:26.84156+00	89
97	1	5	Eye, Large		\N	2020-09-10 20:43:26.842931+00	2020-09-10 20:43:26.842953+00	89
98	1	5	Eye, Malpositioned		\N	2020-09-10 20:43:26.844378+00	2020-09-10 20:43:26.8444+00	89
99	1	5	Eye, Small		\N	2020-09-10 20:43:26.845844+00	2020-09-10 20:43:26.845874+00	89
100	1	5	Lens, Absent		\N	2020-09-10 20:43:26.847334+00	2020-09-10 20:43:26.847356+00	89
101	1	5	Lens, Adhered to Cornea		\N	2020-09-10 20:43:26.848805+00	2020-09-10 20:43:26.848831+00	89
102	1	5	Lens, Altered Texture		\N	2020-09-10 20:43:26.850494+00	2020-09-10 20:43:26.85052+00	89
103	1	5	Lens, Discolored		\N	2020-09-10 20:43:26.852073+00	2020-09-10 20:43:26.852097+00	89
104	1	5	Lens, Double		\N	2020-09-10 20:43:26.853789+00	2020-09-10 20:43:26.853818+00	89
105	1	5	Lens, Large		\N	2020-09-10 20:43:26.855453+00	2020-09-10 20:43:26.855482+00	89
106	1	5	Lens, Misshapen		\N	2020-09-10 20:43:26.856992+00	2020-09-10 20:43:26.857017+00	89
107	1	5	Lens, Opacity		\N	2020-09-10 20:43:26.858712+00	2020-09-10 20:43:26.858742+00	89
108	1	5	Lens, Small		\N	2020-09-10 20:43:26.860303+00	2020-09-10 20:43:26.860333+00	89
109	1	5	Optic Nerve, Absent		\N	2020-09-10 20:43:26.861824+00	2020-09-10 20:43:26.861853+00	89
110	1	5	Optic Nerve, Fissure		\N	2020-09-10 20:43:26.863764+00	2020-09-10 20:43:26.863798+00	89
111	1	5	Retina, Fissure		\N	2020-09-10 20:43:26.865423+00	2020-09-10 20:43:26.865453+00	89
112	1	5	Retina, Fold		\N	2020-09-10 20:43:26.867007+00	2020-09-10 20:43:26.867036+00	89
113	1	5	Vitreous Chamber, Absent		\N	2020-09-10 20:43:26.868731+00	2020-09-10 20:43:26.86876+00	89
114	1	5	Vitreous Chamber, Discolored		\N	2020-09-10 20:43:26.870513+00	2020-09-10 20:43:26.870547+00	89
115	1	5	Vitreous Chamber, Large		\N	2020-09-10 20:43:26.872118+00	2020-09-10 20:43:26.872148+00	89
116	1	5	Vitreous Chamber, Small		\N	2020-09-10 20:43:26.873682+00	2020-09-10 20:43:26.873712+00	89
117	1	2	Vagina		\N	2020-09-10 20:43:26.890908+00	2020-09-10 20:43:26.890931+00	71
118	1	3	Developmental Milestone		\N	2020-09-10 20:43:26.892357+00	2020-09-10 20:43:26.892376+00	117
119	1	4	Sexual Maturation		\N	2020-09-10 20:43:26.893891+00	2020-09-10 20:43:26.893909+00	118
120	1	5	Vaginal Opening		\N	2020-09-10 20:43:26.895368+00	2020-09-10 20:43:26.895391+00	119
121	1	5	Vaginal Patency		\N	2020-09-10 20:43:26.896675+00	2020-09-10 20:43:26.896693+00	119
122	1	5	Vaginal Patency (Litter)		\N	2020-09-10 20:43:26.898093+00	2020-09-10 20:43:26.898115+00	119
123	1	2	Abdomen		\N	2020-09-10 20:43:26.910953+00	2020-09-10 20:43:26.910972+00	71
124	1	3	Malformation		\N	2020-09-10 20:43:26.912558+00	2020-09-10 20:43:26.912574+00	123
125	1	4	Visceral Abnormality		\N	2020-09-10 20:43:26.913982+00	2020-09-10 20:43:26.913997+00	124
126	1	5	Abdomen, Cyst		\N	2020-09-10 20:43:26.91552+00	2020-09-10 20:43:26.915538+00	125
127	1	5	Abdomen, Fluid-Filled		\N	2020-09-10 20:43:26.917061+00	2020-09-10 20:43:26.917093+00	125
128	1	5	Abdomen, Tissue Mass		\N	2020-09-10 20:43:26.918532+00	2020-09-10 20:43:26.918547+00	125
129	1	5	Abdominal Wall, Cyst		\N	2020-09-10 20:43:26.920125+00	2020-09-10 20:43:26.920159+00	125
130	1	5	Abdominal Wall, Thin		\N	2020-09-10 20:43:26.921577+00	2020-09-10 20:43:26.921595+00	125
131	1	2	Amniotic Fluid		\N	2020-09-10 20:43:26.931966+00	2020-09-10 20:43:26.931984+00	71
132	1	3	Malformation		\N	2020-09-10 20:43:26.933404+00	2020-09-10 20:43:26.933419+00	131
133	1	4	Maternal-Fetal Abnormality		\N	2020-09-10 20:43:26.934651+00	2020-09-10 20:43:26.934665+00	132
134	1	5	Discolored Amniotic Fluid		\N	2020-09-10 20:43:26.935852+00	2020-09-10 20:43:26.935866+00	133
135	1	5	Oligohydramnios		\N	2020-09-10 20:43:26.937055+00	2020-09-10 20:43:26.937069+00	133
136	1	5	Polyhydramnios		\N	2020-09-10 20:43:26.938264+00	2020-09-10 20:43:26.938278+00	133
137	1	2	Anus		\N	2020-09-10 20:43:26.948096+00	2020-09-10 20:43:26.948114+00	71
138	1	3	Malformation		\N	2020-09-10 20:43:26.949506+00	2020-09-10 20:43:26.949518+00	137
139	1	4	External Abnormality		\N	2020-09-10 20:43:26.950655+00	2020-09-10 20:43:26.950667+00	138
140	1	5	Anus, Absent		\N	2020-09-10 20:43:26.951805+00	2020-09-10 20:43:26.951817+00	139
141	1	5	Anus, Large		\N	2020-09-10 20:43:26.952943+00	2020-09-10 20:43:26.952955+00	139
142	1	5	Anus, Small		\N	2020-09-10 20:43:26.954089+00	2020-09-10 20:43:26.9541+00	139
143	1	2	Bile Duct		\N	2020-09-10 20:43:26.962431+00	2020-09-10 20:43:26.962447+00	71
144	1	3	Malformation		\N	2020-09-10 20:43:26.963786+00	2020-09-10 20:43:26.963799+00	143
145	1	4	Visceral Abnormality		\N	2020-09-10 20:43:26.964933+00	2020-09-10 20:43:26.964946+00	144
146	1	5	Bile Duct Origin, Malpositioned		\N	2020-09-10 20:43:26.966397+00	2020-09-10 20:43:26.96641+00	145
147	1	5	Bile Duct, Absent		\N	2020-09-10 20:43:26.967799+00	2020-09-10 20:43:26.967828+00	145
148	1	5	Bile Duct, Long		\N	2020-09-10 20:43:26.969395+00	2020-09-10 20:43:26.969425+00	145
149	1	5	Bile Duct, Malpositioned		\N	2020-09-10 20:43:26.970933+00	2020-09-10 20:43:26.970962+00	145
150	1	5	Bile Duct, Short		\N	2020-09-10 20:43:26.972859+00	2020-09-10 20:43:26.972893+00	145
151	1	5	Bile Duct, Supernumerary		\N	2020-09-10 20:43:26.974567+00	2020-09-10 20:43:26.974598+00	145
152	1	2	Bladder		\N	2020-09-10 20:43:26.991611+00	2020-09-10 20:43:26.991633+00	71
153	1	3	Malformation		\N	2020-09-10 20:43:26.993107+00	2020-09-10 20:43:26.993127+00	152
154	1	4	Visceral Abnormality		\N	2020-09-10 20:43:26.994837+00	2020-09-10 20:43:26.994866+00	153
155	1	5	Bladder Contents, Abnormal Consistency		\N	2020-09-10 20:43:26.996542+00	2020-09-10 20:43:26.996564+00	154
156	1	5	Bladder Contents, Discolored		\N	2020-09-10 20:43:26.998062+00	2020-09-10 20:43:26.998082+00	154
157	1	2	Brain		\N	2020-09-10 20:43:27.010596+00	2020-09-10 20:43:27.010614+00	71
158	1	3	Malformation		\N	2020-09-10 20:43:27.012251+00	2020-09-10 20:43:27.012266+00	157
159	1	4	Visceral Abnormality		\N	2020-09-10 20:43:27.013615+00	2020-09-10 20:43:27.01363+00	158
160	1	5	Brain, Hole		\N	2020-09-10 20:43:27.014814+00	2020-09-10 20:43:27.014829+00	159
161	1	5	Brain, Large		\N	2020-09-10 20:43:27.015962+00	2020-09-10 20:43:27.015976+00	159
162	1	5	Brain, Misshapen		\N	2020-09-10 20:43:27.01715+00	2020-09-10 20:43:27.017164+00	159
163	1	5	Brain, Small		\N	2020-09-10 20:43:27.018312+00	2020-09-10 20:43:27.018327+00	159
164	1	5	Cerebellar Lobe, Absent		\N	2020-09-10 20:43:27.019582+00	2020-09-10 20:43:27.019601+00	159
165	1	5	Cerebellar Lobe, Discolored		\N	2020-09-10 20:43:27.020874+00	2020-09-10 20:43:27.020892+00	159
166	1	5	Cerebellar Lobe, Large		\N	2020-09-10 20:43:27.022184+00	2020-09-10 20:43:27.022213+00	159
167	1	5	Cerebellar Lobe, Small		\N	2020-09-10 20:43:27.023445+00	2020-09-10 20:43:27.023463+00	159
168	1	5	Cerebellum, Discolored		\N	2020-09-10 20:43:27.025031+00	2020-09-10 20:43:27.025049+00	159
169	1	5	Cerebellum, Large		\N	2020-09-10 20:43:27.026321+00	2020-09-10 20:43:27.02634+00	159
170	1	5	Cerebellum, Misshapen		\N	2020-09-10 20:43:27.027749+00	2020-09-10 20:43:27.027767+00	159
171	1	5	Cerebellum, Small		\N	2020-09-10 20:43:27.02948+00	2020-09-10 20:43:27.029508+00	159
172	1	5	Cerebral Hemisphere, Large		\N	2020-09-10 20:43:27.031158+00	2020-09-10 20:43:27.031188+00	159
173	1	5	Cerebral Hemisphere, Small		\N	2020-09-10 20:43:27.032705+00	2020-09-10 20:43:27.03273+00	159
174	1	5	Cerebrum, Discolored		\N	2020-09-10 20:43:27.034512+00	2020-09-10 20:43:27.034541+00	159
175	1	5	Cerebrum, Large		\N	2020-09-10 20:43:27.036106+00	2020-09-10 20:43:27.036136+00	159
176	1	5	Cerebrum, Misshapen		\N	2020-09-10 20:43:27.03784+00	2020-09-10 20:43:27.037865+00	159
177	1	5	Cerebrum, Small		\N	2020-09-10 20:43:27.039684+00	2020-09-10 20:43:27.039718+00	159
178	1	5	Fourth Ventricle, Dilated		\N	2020-09-10 20:43:27.04137+00	2020-09-10 20:43:27.041401+00	159
179	1	5	Fourth Ventricle, Red Material		\N	2020-09-10 20:43:27.042949+00	2020-09-10 20:43:27.042979+00	159
180	1	5	Lateral Ventricle, Dilated		\N	2020-09-10 20:43:27.044711+00	2020-09-10 20:43:27.04474+00	159
181	1	5	Lateral Ventricle, Red Material		\N	2020-09-10 20:43:27.046327+00	2020-09-10 20:43:27.046356+00	159
182	1	5	Olfactory Lobe, Absent		\N	2020-09-10 20:43:27.047848+00	2020-09-10 20:43:27.047876+00	159
183	1	5	Olfactory Lobe, Large		\N	2020-09-10 20:43:27.049792+00	2020-09-10 20:43:27.049826+00	159
184	1	5	Olfactory Lobe, Single		\N	2020-09-10 20:43:27.051459+00	2020-09-10 20:43:27.051489+00	159
185	1	5	Olfactory Lobe, Small		\N	2020-09-10 20:43:27.053047+00	2020-09-10 20:43:27.053076+00	159
186	1	5	Perimeningeal Space, Large		\N	2020-09-10 20:43:27.054799+00	2020-09-10 20:43:27.054827+00	159
187	1	5	Perimeningeal Space, Red Material		\N	2020-09-10 20:43:27.056748+00	2020-09-10 20:43:27.056781+00	159
188	1	5	Pineal Gland, Large		\N	2020-09-10 20:43:27.058403+00	2020-09-10 20:43:27.058434+00	159
189	1	5	Pineal Gland, Small		\N	2020-09-10 20:43:27.059987+00	2020-09-10 20:43:27.060016+00	159
190	1	5	Pituitary Gland, Absent		\N	2020-09-10 20:43:27.061756+00	2020-09-10 20:43:27.061785+00	159
191	1	5	Pituitary Gland, Discolored		\N	2020-09-10 20:43:27.063564+00	2020-09-10 20:43:27.063598+00	159
192	1	5	Pituitary Gland, Large		\N	2020-09-10 20:43:27.065207+00	2020-09-10 20:43:27.065238+00	159
193	1	5	Pituitary Gland, Malpositioned		\N	2020-09-10 20:43:27.066694+00	2020-09-10 20:43:27.066723+00	159
194	1	5	Pituitary Gland, Misshapen		\N	2020-09-10 20:43:27.068502+00	2020-09-10 20:43:27.068532+00	159
195	1	5	Pituitary Gland, Small		\N	2020-09-10 20:43:27.070096+00	2020-09-10 20:43:27.070124+00	159
196	1	5	Third Ventricle		\N	2020-09-10 20:43:27.071874+00	2020-09-10 20:43:27.071902+00	159
197	1	5	Third Ventricle, Dilated		\N	2020-09-10 20:43:27.073706+00	2020-09-10 20:43:27.07374+00	159
198	1	5	Ventricles, Dilated		\N	2020-09-10 20:43:27.075358+00	2020-09-10 20:43:27.075388+00	159
199	1	5	Ventricles, Red Material		\N	2020-09-10 20:43:27.076908+00	2020-09-10 20:43:27.076938+00	159
200	1	2	Clavicle		\N	2020-09-10 20:43:27.095059+00	2020-09-10 20:43:27.095082+00	71
201	1	3	Malformation		\N	2020-09-10 20:43:27.096625+00	2020-09-10 20:43:27.096644+00	200
202	1	4	Skeletal Ossification Abnormality		\N	2020-09-10 20:43:27.098232+00	2020-09-10 20:43:27.09825+00	201
203	1	5	Clavicle, Incomplete Ossification		\N	2020-09-10 20:43:27.099558+00	2020-09-10 20:43:27.099576+00	202
204	1	5	Clavicle, Increased Ossification		\N	2020-09-10 20:43:27.101071+00	2020-09-10 20:43:27.1011+00	202
205	1	5	Clavicle, Isolated  Ossification Site		\N	2020-09-10 20:43:27.102648+00	2020-09-10 20:43:27.102664+00	202
206	1	5	Clavicle, Unossified		\N	2020-09-10 20:43:27.104053+00	2020-09-10 20:43:27.104071+00	202
207	1	4	Skeletal Structural Abnormality		\N	2020-09-10 20:43:27.108428+00	2020-09-10 20:43:27.108448+00	201
208	1	5	Clavicle, Absent		\N	2020-09-10 20:43:27.109712+00	2020-09-10 20:43:27.109729+00	207
209	1	5	Clavicle, Bent		\N	2020-09-10 20:43:27.110956+00	2020-09-10 20:43:27.110974+00	207
210	1	5	Clavicle, Fused		\N	2020-09-10 20:43:27.112212+00	2020-09-10 20:43:27.112231+00	207
211	1	5	Clavicle, Large		\N	2020-09-10 20:43:27.113464+00	2020-09-10 20:43:27.113481+00	207
212	1	5	Clavicle, Long		\N	2020-09-10 20:43:27.114735+00	2020-09-10 20:43:27.114753+00	207
213	1	5	Clavicle, Malpositioned		\N	2020-09-10 20:43:27.115995+00	2020-09-10 20:43:27.116012+00	207
214	1	5	Clavicle, Misshapen		\N	2020-09-10 20:43:27.117388+00	2020-09-10 20:43:27.11741+00	207
215	1	5	Clavicle, Short		\N	2020-09-10 20:43:27.118641+00	2020-09-10 20:43:27.118659+00	207
216	1	5	Clavicle, Small		\N	2020-09-10 20:43:27.120268+00	2020-09-10 20:43:27.120302+00	207
217	1	5	Clavicle, Supernumerary		\N	2020-09-10 20:43:27.122066+00	2020-09-10 20:43:27.122096+00	207
218	1	5	Clavicle, Supernumerary Site		\N	2020-09-10 20:43:27.123723+00	2020-09-10 20:43:27.123753+00	207
219	1	5	Clavicle, Thick		\N	2020-09-10 20:43:27.125302+00	2020-09-10 20:43:27.125332+00	207
220	1	5	Clavicle, Thin		\N	2020-09-10 20:43:27.127028+00	2020-09-10 20:43:27.127057+00	207
221	1	2	Diaphragm		\N	2020-09-10 20:43:27.143589+00	2020-09-10 20:43:27.143611+00	71
222	1	3	Malformation		\N	2020-09-10 20:43:27.145155+00	2020-09-10 20:43:27.145174+00	221
223	1	4	Visceral Abnormality		\N	2020-09-10 20:43:27.146472+00	2020-09-10 20:43:27.146491+00	222
224	1	5	Diaphragm, Absent		\N	2020-09-10 20:43:27.147757+00	2020-09-10 20:43:27.147775+00	223
225	1	5	Diaphragm, Eventration		\N	2020-09-10 20:43:27.149138+00	2020-09-10 20:43:27.14916+00	223
226	1	5	Diaphragm, Hernia		\N	2020-09-10 20:43:27.150452+00	2020-09-10 20:43:27.150472+00	223
227	1	5	Diaphragm, Thin		\N	2020-09-10 20:43:27.152036+00	2020-09-10 20:43:27.152054+00	223
228	1	2	Ear		\N	2020-09-10 20:43:27.163467+00	2020-09-10 20:43:27.163486+00	71
229	1	3	Malformation		\N	2020-09-10 20:43:27.164897+00	2020-09-10 20:43:27.164913+00	228
230	1	4	External Abnormality		\N	2020-09-10 20:43:27.166297+00	2020-09-10 20:43:27.166316+00	229
231	1	5	Pinna, Absent		\N	2020-09-10 20:43:27.167593+00	2020-09-10 20:43:27.167609+00	230
232	1	5	Pinna, Fused		\N	2020-09-10 20:43:27.168913+00	2020-09-10 20:43:27.168931+00	230
233	1	5	Pinna, Large		\N	2020-09-10 20:43:27.170263+00	2020-09-10 20:43:27.170282+00	230
234	1	5	Pinna, Malpositioned		\N	2020-09-10 20:43:27.171906+00	2020-09-10 20:43:27.171922+00	230
235	1	5	Pinna, Misshapen		\N	2020-09-10 20:43:27.17366+00	2020-09-10 20:43:27.173679+00	230
236	1	5	Pinna, Small		\N	2020-09-10 20:43:27.175623+00	2020-09-10 20:43:27.175643+00	230
237	1	4	Visceral Abnormality		\N	2020-09-10 20:43:27.180656+00	2020-09-10 20:43:27.180682+00	229
238	1	5	Ear, Discolored		\N	2020-09-10 20:43:27.182627+00	2020-09-10 20:43:27.182649+00	237
239	1	5	Ear, Malpositioned		\N	2020-09-10 20:43:27.184601+00	2020-09-10 20:43:27.184626+00	237
240	1	5	Ear, Misshapen		\N	2020-09-10 20:43:27.18656+00	2020-09-10 20:43:27.186582+00	237
241	1	5	Ear, Red Material		\N	2020-09-10 20:43:27.188398+00	2020-09-10 20:43:27.18842+00	237
242	1	5	Ear, Small		\N	2020-09-10 20:43:27.190292+00	2020-09-10 20:43:27.190313+00	237
243	1	2	Esophagus		\N	2020-09-10 20:43:27.207314+00	2020-09-10 20:43:27.207341+00	71
244	1	3	Malformation		\N	2020-09-10 20:43:27.209322+00	2020-09-10 20:43:27.209345+00	243
